caseid,sct,led,term,chief,value,mow,courtmedianqmi,firsthub,outdeg,year,complexity,mowideology,concurrences,varcourtqmi,conc,dissents,stat,totalac,nyt,legalsalience,source,unan,post1989
"474/0104","106/0445","088/0405",1985,"burger","criminal procedure","OCON",.776,10.7517,33,1985,-.152566,1.198,0,5.529688,0,1,1,1,"not nyt p1 story when decision came down","No","3C",0,0
"474/0121","106/0455","088/0419",1985,"burger","economic activity","BW",.776,4.0237,13,1985,.228617,1.146,0,5.529688,0,0,0,7,"not nyt p1 story when decision came down","No","6C",1,0
"474/0140","106/0466","088/0435",1985,"burger","criminal procedure","MAR",.776,2.428,16,1985,.6098,-3.909,0,5.529688,0,3,0,0,"not nyt p1 story when decision came down","No","6C",0,0
"474/0159","106/0477","088/0481",1985,"burger","criminal procedure","BRN",.776,8.194799,21,1985,-.152566,-3.099,0,5.529688,0,4,0,1,"not nyt p1 story when decision came down","No","ME",0,0
"474/0193","106/0496","088/0507",1985,"burger","economic activity","BLKM",.776,6.4762,32,1985,-.533749,-.764,0,5.529688,0,3,0,2,"not nyt p1 story when decision came down","No","7C",0,0
"474/0214","106/0507","088/0523",1985,"burger","due process","STEV",.776,13.8079,24,1985,-.152566,-.469,1,5.529688,1,0,0,6,"not nyt p1 story when decision came down","No","6C",1,0
"474/0231","106/0555","088/0537",1985,"burger","criminal procedure","BURG",.776,0,1,1985,-.152566,1.951,2,5.529688,1,0,1,0,"not nyt p1 story when decision came down","No","9C",1,0
"474/0242","106/0610","088/0587",1985,"burger","criminal procedure","BRN",.776,.2416,4,1986,-.152566,-3.099,2,5.529688,1,0,0,0,"not nyt p1 story when decision came down","No","9C",1,0
"474/0254","106/0617","088/0598",1985,"burger","civil rights","MAR",.776,16.7797,64,1986,.7108645,-3.909,1,5.529688,1,3,0,1,"not nyt p1 story when decision came down","No","9C",0,0
"474/0284","106/0634","088/0623",1985,"burger","criminal procedure","STEV",.776,3.4447,17,1986,-.152566,-.469,2,5.529688,1,0,0,2,"not nyt p1 story when decision came down","No","11C",1,0
"474/0302","106/0648","088/0640",1985,"burger","criminal procedure","POW",.776,.9239,13,1986,-.152566,.776,0,5.529688,0,4,0,1,"not nyt p1 story when decision came down","No","9C",0,0
"474/0327","106/0662","088/0662",1985,"burger","civil rights","REHN",.776,16.7156,42,1986,-.152566,3.376,3,5.529688,1,0,0,0,"not nyt p1 story when decision came down","Yes","4C",1,0
"474/0344","106/0668","088/0677",1985,"burger","civil rights","REHN",.776,4.3127,24,1986,-.152566,3.376,1,5.529688,1,3,0,2,"not nyt p1 story when decision came down","No","3C",0,0
"474/0361","106/0681","088/0691",1985,"burger","economic activity","BURG",.1535,.2191,3,1986,-.152566,1.951,0,6.116921,0,0,0,4,"not nyt p1 story when decision came down","No","10C",1,0
"474/0376","106/0689","088/0704",1985,"burger","criminal procedure","BW",.776,7.2288,37,1986,-.152566,1.146,1,5.529688,1,4,0,2,"not nyt p1 story when decision came down","No","5C",0,0
"474/0409","106/0709","088/0732",1985,"burger","federalism","BLKM",.776,.8529,13,1986,-.152566,-.764,0,5.529688,0,4,1,6,"not nyt p1 story when decision came down","No","MS",0,0
"474/0438","106/0725","088/0814",1985,"burger","criminal procedure","BURG",.776,4.1498,27,1986,.228617,1.951,0,5.529688,0,4,1,0,"not nyt p1 story when decision came down","No","5C",0,0
"474/0481","106/0748","088/0846",1985,"burger","first amendment","MAR",.776,2.8723,14,1986,-.152566,-3.909,5,5.529688,1,0,0,9,"not nyt p1 story when decision came down","No","WA",1,0
"474/0494","106/0755","088/0859",1985,"burger","economic activity","POW",.776,.1441,12,1986,.7108645,.776,0,5.529688,0,4,1,5,"not nyt p1 story when decision came down","No","3C",0,0
"474/0518","106/0768","088/0877",1985,"burger","judicial power","REHN",.776,.7008,10,1986,-.152566,3.376,0,5.529688,0,0,1,0,"not nyt p1 story when decision came down","No","11C",1,0
"475/0041","106/0925","089/0029",1985,"burger","first amendment","REHN",.776,18.2617,24,1986,-.152566,3.376,1,5.529688,1,2,0,7,"p1 nyt story when case decided","No","9C",0,0
"475/0066","106/0938","089/0050",1985,"burger","criminal procedure","REHN",.776,3.6816,19,1986,.228617,3.376,4,5.529688,1,1,1,0,"not nyt p1 story when decision came down","No","4C",0,0
"475/0089","106/0951","089/0068",1985,"burger","federalism","STEV",.961,.0595,11,1986,-.533749,-.469,0,3.835041,0,0,0,0,"not nyt p1 story when decision came down","No","",1,0
"475/0106","","089/0081",1985,"burger","criminal procedure","OCON",.776,10.932,28,1986,.7108645,1.198,2,5.529688,1,4,0,1,"not nyt p1 story when decision came down","No","NY",0,0
"475/0134","106/0976","089/0104",1985,"burger","criminal procedure","BURG",.776,3.4753,13,1986,-.152566,1.951,1,5.529688,1,3,0,1,"not nyt p1 story when decision came down","No","TX",0,0
"475/0157","106/0988","089/0123",1985,"burger","criminal procedure","BURG",.776,4.6168,24,1986,-.152566,1.951,4,5.529688,1,0,0,3,"not nyt p1 story when decision came down","No","8C",1,0
"475/0192","106/1007","089/0151",1985,"burger","unions","BRN",.776,.1968,18,1986,-.152566,-3.099,1,5.529688,1,0,0,3,"not nyt p1 story when decision came down","No","9C",1,0
"475/0211","106/1018","089/0166",1985,"burger","due process","BW",.776,1.6353,19,1986,.228617,1.146,2,5.529688,1,0,0,5,"not nyt p1 story when decision came down","No","CDCA",1,0
"475/0237","106/1032","089/0187",1985,"burger","criminal procedure","BW",.776,1.6968,12,1986,-.152566,1.146,2,5.529688,1,2,0,0,"not nyt p1 story when decision came down","No","6C",0,0
"475/0260","106/1045","089/0206",1985,"burger","economic activity","MAR",.776,2.0791,21,1986,-.152566,-3.909,1,5.529688,1,1,1,12,"not nyt p1 story when decision came down","No","CA",0,0
"475/0282","106/1057","089/0223",1985,"burger","federalism","BLKM",.776,4.775,22,1986,-.152566,-.764,0,5.529688,0,0,1,5,"not nyt p1 story when decision came down","No","7C",1,0
"475/0292","106/1066","089/0232",1985,"burger","unions","STEV",.776,18.4099,22,1986,-.152566,-.469,2,5.529688,1,0,0,2,"not nyt p1 story when decision came down","No","7C",1,0
"475/0312","106/1078","089/0251",1985,"burger","criminal procedure","OCON",.776,3.2675,17,1986,.228617,1.198,0,5.529688,0,4,0,2,"not nyt p1 story when decision came down","No","9C",0,0
"475/0335","106/1092","089/0271",1985,"burger","civil rights","BW",.776,6.1284,24,1986,-.152566,1.146,0,5.529688,0,2,0,3,"not nyt p1 story when decision came down","No","1C",0,0
"475/0355","106/1103","089/0364",1985,"burger","federalism","MAR",.3385,.1968,5,1986,-.152566,-3.909,0,6.228488,0,1,1,2,"not nyt p1 story when decision came down","No","NJ",0,0
"475/0387","106/1121","089/0390",1985,"burger","criminal procedure","POW",.776,2.4434,15,1986,.228617,.776,0,5.529688,0,2,0,0,"not nyt p1 story when decision came down","No","3C",0,0
"475/0412","106/1135","089/0410",1985,"burger","criminal procedure","OCON",.776,17.0829,61,1986,.6098,1.198,0,5.529688,0,3,0,6,"not nyt p1 story when decision came down","No","1C",0,0
"475/0469","106/1292","089/0452",1985,"burger","civil rights","BRN",.776,6.4277,23,1986,-.152566,-3.099,3,5.529688,1,3,1,1,"not nyt p1 story when decision came down","No","6C",0,0
"475/0503","106/1310","089/0478",1985,"burger","first amendment","REHN",.776,8.9417,18,1986,-.152566,3.376,3,5.529688,1,4,0,5,"p1 nyt story when case decided","No","DCC",0,0
"475/0534","106/1326","089/0501",1985,"burger","first amendment","STEV",.776,7.928401,43,1986,.7108645,-.469,1,5.529688,1,4,0,14,"not nyt p1 story when decision came down","No","3C",0,0
"475/0560","106/1340","089/0525",1985,"burger","criminal procedure","MAR",.776,1.7805,6,1986,-.152566,-3.909,1,5.529688,1,0,0,1,"not nyt p1 story when decision came down","No","1C",1,0
"475/0574","106/1348","089/0538",1985,"burger","economic activity","POW",.776,1.3747,14,1986,-.152566,.776,0,5.529688,0,4,0,5,"not nyt p1 story when decision came down","No","3C",0,0
"475/0608","106/1395","089/0616",1985,"burger","federalism","BLKM",.776,1.3894,20,1986,-.152566,-.764,0,5.529688,0,1,1,5,"not nyt p1 story when decision came down","No","9C",0,0
"475/0625","106/1404","089/0631",1985,"burger","criminal procedure","STEV",.776,6.3023,22,1986,.7108645,-.469,1,5.529688,1,3,0,0,"not nyt p1 story when decision came down","No","MI",0,0
"475/0643","106/1415","089/0648",1985,"burger","unions","BW",.776,.2798,12,1986,-.533749,1.146,3,5.529688,1,0,0,3,"not nyt p1 story when decision came down","No","7C",1,0
"475/0657","106/1422","089/0661",1985,"burger","judicial power","MAR",.776,.0852,5,1986,-.152566,-3.909,0,5.529688,0,0,0,1,"not nyt p1 story when decision came down","No","FEDC",1,0
"475/0673","106/1431","089/0674",1985,"burger","criminal procedure","REHN",.776,9.973901,36,1986,-.152566,3.376,1,5.529688,1,2,0,1,"not nyt p1 story when decision came down","No","DE",0,0
"475/0709","106/1527","089/0739",1985,"burger","judicial power","REHN",.776,.0476,4,1986,-.152566,3.376,0,5.529688,0,1,1,1,"not nyt p1 story when decision came down","No","9C",0,0
"475/0717","106/1531","089/0747",1985,"burger","attorneys","STEV",.776,1.0872,28,1986,-.152566,-.469,0,5.529688,0,3,1,7,"not nyt p1 story when decision came down","No","9C",0,0
"475/0767","106/1558","089/0783",1985,"burger","first amendment","OCON",.776,20.0214,18,1986,-.152566,1.198,2,5.529688,1,4,0,5,"p1 nyt story when case decided","Yes","PA",0,0
"475/0813","106/1580","089/0823",1985,"burger","due process","BURG",.961,4.2015,14,1986,.7108645,1.951,3,6.280758,1,0,0,8,"not nyt p1 story when decision came down","No","AL",1,0
"475/0834","106/1591","089/0841",1985,"burger","federal taxation","MAR",.776,.3287,5,1986,-.152566,-3.909,2,5.529688,1,0,1,4,"not nyt p1 story when decision came down","No","FEDC",1,0
"475/0851","106/1600","089/0855",1985,"burger","federal taxation","BLKM",.776,.1376,2,1986,1.092047,-.764,0,5.529688,0,1,1,1,"not nyt p1 story when decision came down","No","9C",0,0
"475/0868","106/1610","089/0871",1985,"burger","first amendment","REHN",.776,7.7163,17,1986,-.152566,3.376,0,5.529688,0,3,0,1,"not nyt p1 story when decision came down","No","NY",0,0
"476/0016","106/1677","090/0015",1985,"burger","criminal procedure","STEV",.776,0,0,1986,-.152566,-.469,0,5.529688,0,0,1,0,"not nyt p1 story when decision came down","No","4C",1,0
"476/0028","106/1683","090/0027",1985,"burger","criminal procedure","BW",.776,1.4414,14,1986,.7108645,1.146,3,5.529688,1,2,0,0,"not nyt p1 story when decision came down","No","4C",0,0
"476/0054","106/1697","090/0048",1985,"burger","judicial power","BLKM",.776,7.1243,29,1986,-.152566,-.764,4,5.529688,1,0,0,13,"not nyt p1 story when decision came down","No","7C",1,0
"476/0079","106/1712","090/0069",1985,"burger","civil rights","POW",.776,17.1516,74,1986,-.152566,.776,5,5.529688,1,2,0,7,"p1 nyt story when case decided","Yes","KY",0,0
"476/0140","106/1745","090/0116",1985,"burger","criminal procedure","BW",.776,.4954,11,1986,-.152566,1.146,0,5.529688,0,0,0,2,"not nyt p1 story when decision came down","No","PA",1,0
"476/0147","106/1749","090/0123",1985,"burger","criminal procedure","BW",.776,.7211,6,1986,-.152566,1.146,0,5.529688,0,3,0,0,"not nyt p1 story when decision came down","No","AZ",0,0
"476/0162","106/1758","090/0137",1985,"burger","criminal procedure","REHN",.776,5.7831,32,1986,-.152566,3.376,1,5.529688,1,3,0,6,"p1 nyt story when case decided","No","8C",0,0
"476/0207","106/1809","090/0210",1985,"burger","criminal procedure","BURG",.776,8.376301,16,1986,-.152566,1.951,0,5.529688,0,4,0,7,"p1 nyt story when case decided","No","CAAP",0,0
"476/0227","106/1819","090/0226",1985,"burger","criminal procedure","BURG",.776,5.863,17,1986,.228617,1.951,0,5.529688,0,4,0,2,"p1 nyt story when case decided","No","6C",0,0
"476/0253","106/1834","090/0248",1985,"burger","judicial power","MAR",.776,.3456,7,1986,-.152566,-3.909,0,5.529688,0,0,1,5,"not nyt p1 story when decision came down","No","9C",1,0
"476/0267","106/1842","090/0260",1985,"burger","civil rights","POW",.776,12.3802,40,1986,-.152566,.776,2,5.529688,1,4,0,22,"p1 nyt story when case decided","No","6C",0,0
"476/0321","106/1871","090/0299",1985,"burger","criminal procedure","POW",.776,0,1,1986,-.152566,.776,0,5.529688,0,4,1,0,"not nyt p1 story when decision came down","No","9C",0,0
"476/0340","106/1881","090/0316",1985,"burger","civil rights","POW",.776,3.6827,9,1986,.228617,.776,0,5.529688,0,3,0,0,"not nyt p1 story when decision came down","No","CDCA",0,0
"476/0355","106/1890","090/0369",1985,"burger","federalism","BRN",-.469,1.3277,17,1986,-.152566,-3.099,0,6.959714,0,2,0,7,"not nyt p1 story when decision came down","No","4C",0,0
"476/0380","106/1904","090/0389",1985,"burger","judicial power","BW",.776,2.2792,34,1986,.7108645,1.146,5,5.529688,1,0,1,2,"not nyt p1 story when decision came down","No","AL",1,0
"476/0409","106/1922","090/0413",1985,"burger","economic activity","STEV",.776,1.5679,28,1986,-.533749,-.469,0,5.529688,0,1,0,6,"not nyt p1 story when decision came down","No","2C",0,0
"476/0426","106/1931","090/0428",1985,"burger","economic activity","OCON",.776,.4051,10,1986,-.152566,1.198,0,5.529688,0,3,0,5,"not nyt p1 story when decision came down","No","10C",0,0
"476/0447","106/2009","090/0445",1985,"burger","economic activity","BW",.776,1.1182,18,1986,-.152566,1.146,0,5.529688,0,0,0,7,"not nyt p1 story when decision came down","No","7C",1,0
"476/0467","106/2022","090/0462",1985,"burger","civil rights","POW",.776,.8786,11,1986,-.152566,.776,0,5.529688,0,0,0,7,"p1 nyt story when case decided","No","2C",1,0
"476/0488","106/2034","090/0480",1985,"burger","first amendment","REHN",.776,5.6537,13,1986,-.152566,3.376,3,5.529688,1,0,0,25,"not nyt p1 story when decision came down","No","9C",1,0
"476/0498","106/2039","090/0490",1985,"burger","civil rights","STEV",.776,2.2152,51,1986,-.152566,-.469,0,5.529688,0,3,1,1,"not nyt p1 story when decision came down","No","4C",0,0
"476/0530","106/2056","090/0514",1985,"burger","criminal procedure","BRN",.776,5.0004,20,1986,-.152566,-3.099,0,5.529688,0,4,0,0,"not nyt p1 story when decision came down","No","ILAP",0,0
"476/0558","106/2071","090/0538",1985,"burger","federal taxation","MAR",.776,2.8541,22,1986,.228617,-3.909,0,5.529688,0,0,1,1,"not nyt p1 story when decision came down","No","SDIL",1,0
"476/0573","106/2080","090/0552",1985,"burger","economic activity","MAR",.961,2.1763,22,1986,.228617,-3.909,1,4.753289,1,3,0,6,"not nyt p1 story when decision came down","Yes","NY",0,0
"476/0593","106/2092","090/0569",1985,"burger","federal taxation","BLKM",.776,.0761,11,1986,-.152566,-.764,0,5.529688,0,2,1,3,"not nyt p1 story when decision came down","No","FEDC",0,0
"476/0610","106/2101","090/0584",1985,"burger","civil rights","STEV",.1535,5.8705,46,1986,-.152566,-.469,1,4.512676,1,3,0,11,"p1 nyt story when case decided","No","2C",0,0
"476/0667","106/2133","090/0623",1985,"burger","judicial power","STEV",.1535,2.742,22,1986,-.152566,-.469,0,4.512676,0,0,1,1,"not nyt p1 story when decision came down","No","6C",1,0
"476/0683","106/2142","090/0636",1985,"burger","criminal procedure","OCON",.776,2.2707,13,1986,-.152566,1.198,0,5.529688,0,0,0,0,"not nyt p1 story when decision came down","No","KY",1,0
"476/0693","106/2147","090/0735",1985,"burger","first amendment","BURG",.776,30.112,33,1986,.228617,1.951,5,5.529688,1,1,0,3,"not nyt p1 story when decision came down","No","MDPA",0,0
"476/0734","106/2216","090/0767",1985,"burger","civil rights","MAR",.776,.5549,16,1986,-.152566,-3.909,0,5.529688,0,0,1,6,"not nyt p1 story when decision came down","No","8C",1,0
"476/0747","106/2169","090/0779",1985,"burger","privacy","BLKM",.776,55.2982,74,1986,1.092047,-.764,1,5.529688,1,4,0,21,"p1 nyt story when case decided","No","3C",0,0
"476/0834","106/2224","090/0841",1985,"burger","civil rights","BLKM",.776,.1081,12,1986,-.152566,-.764,0,5.529688,0,0,1,3,"not nyt p1 story when decision came down","No","8C",1,0
"476/0852","106/2234","090/0858",1985,"burger","civil rights","STEV",.776,1.6205,7,1986,-.152566,-.469,0,5.529688,0,0,0,0,"not nyt p1 story when decision came down","No","TXAP",1,0
"476/0858","106/2295","090/0865",1985,"burger","economic activity","BLKM",.776,.6318,16,1986,.3296815,-.764,0,5.529688,0,0,0,2,"not nyt p1 story when decision came down","No","3C",1,0
"476/0877","106/2305","090/0881",1985,"burger","civil rights","OCON",.776,.9594,22,1986,-.152566,1.198,0,5.529688,0,3,1,3,"not nyt p1 story when decision came down","No","ND",0,0
"476/0898","106/2317","090/0899",1985,"burger","civil rights","BRN",.776,14.2225,27,1986,-.152566,-3.099,2,5.529688,1,3,0,1,"not nyt p1 story when decision came down","Yes","2C",0,0
"476/0926","106/2333","090/0921",1985,"burger","due process","OCON",.776,.7097,10,1986,.7108645,1.198,0,5.529688,0,1,0,0,"not nyt p1 story when decision came down","No","11C",0,0
"476/0953","106/2349","090/0943",1985,"burger","federalism","OCON",1.146,.1985,8,1986,-.152566,1.198,0,7.236439,0,0,1,6,"not nyt p1 story when decision came down","No","NC",1,0
"476/0974","106/2360","090/0959",1985,"burger","judicial power","OCON",.776,.3681,12,1986,-.152566,1.198,0,5.529688,0,1,0,5,"not nyt p1 story when decision came down","No","DCC",0,0
"477/0021","106/2379","091/0018",1985,"burger","judicial power","BLKM",.776,.65,5,1986,-.152566,-.764,0,5.529688,0,3,1,0,"not nyt p1 story when decision came down","No","3C",0,0
"477/0041","106/2390","091/0035",1985,"burger","due process","POW",.776,.7236,6,1986,.228617,.776,0,5.529688,0,0,0,1,"not nyt p1 story when decision came down","No","EDCA",1,0
"477/0057","106/2399","091/0049",1985,"burger","civil rights","REHN",.776,.9412,6,1986,-.152566,3.376,4,5.529688,1,0,1,11,"p1 nyt story when case decided","No","DCC",1,0
"477/0079","106/2411","091/0067",1985,"burger","due process","REHN",.776,7.8454,19,1986,1.092047,3.376,0,5.529688,0,4,0,0,"not nyt p1 story when decision came down","No","PA",0,0
"477/0105","106/2426","091/0089",1985,"burger","federal taxation","MAR",-.469,.1355,4,1986,-.152566,-3.909,0,6.959714,0,1,1,1,"not nyt p1 story when decision came down","No","FEDC",0,0
"477/0131","106/2440","091/0110",1985,"burger","economic activity","BLKM",.776,3.2884,35,1986,1.092047,-.764,0,5.529688,0,1,0,0,"not nyt p1 story when decision came down","No","1C",0,0
"477/0154","106/2456","091/0131",1985,"burger","civil rights","BLKM",.776,.1223,4,1986,-.152566,-.764,0,5.529688,0,0,1,4,"not nyt p1 story when decision came down","No","MA",1,0
"477/0168","106/2464","091/0144",1985,"burger","criminal procedure","POW",.776,4.4657,32,1986,1.574295,.776,1,5.529688,1,4,0,0,"not nyt p1 story when decision came down","No","11C",0,0
"477/0207","106/2485","091/0174",1985,"burger","economic activity","OCON",.776,1.6927,30,1986,-.152566,1.198,0,5.529688,0,4,1,7,"not nyt p1 story when decision came down","No","5C",0,0
"477/0242","106/2505","091/0202",1985,"burger","first amendment","BW",.776,6.1031,26,1986,-.152566,1.146,0,5.529688,0,3,1,4,"not nyt p1 story when decision came down","No","DCC",0,0
"477/0274","106/2523","091/0228",1985,"burger","judicial power","MAR",.776,8.9251,19,1986,.228617,-3.909,0,5.529688,0,4,0,1,"not nyt p1 story when decision came down","No","DCC",0,0
"477/0299","106/2537","091/0249",1985,"burger","civil rights","POW",.776,6.7871,15,1986,-.152566,.776,4,5.529688,1,0,1,3,"not nyt p1 story when decision came down","No","6C",1,0
"477/0317","106/2548","091/0265",1985,"burger","judicial power","REHN",.776,.9125,10,1986,-.152566,3.376,1,5.529688,1,4,1,1,"not nyt p1 story when decision came down","No","DCC",0,0
"477/0340","106/2561","091/0285",1985,"burger","due process","STEV",.776,1.5786,13,1986,-.152566,-.469,0,5.529688,0,4,0,14,"not nyt p1 story when decision came down","No","CAAP",0,0
"477/0365","106/2574","091/0305",1985,"burger","criminal procedure","BRN",.776,11.8246,27,1986,.228617,-3.099,3,5.529688,1,0,0,1,"not nyt p1 story when decision came down","No","3C",1,0
"477/0399","106/2595","091/0335",1985,"burger","criminal procedure","MAR",.776,5.1065,36,1986,-.152566,-3.909,1,5.529688,1,4,0,3,"not nyt p1 story when decision came down","No","11C",0,0
"477/0436","106/2616","091/0364",1985,"burger","criminal procedure","POW",.776,8.1656,27,1986,-.152566,.776,1,5.529688,1,3,0,0,"not nyt p1 story when decision came down","No","2C",0,0
"477/0478","106/2639","091/0397",1985,"burger","criminal procedure","OCON",.776,11.2469,44,1986,-.533749,1.198,2,5.529688,1,2,0,5,"not nyt p1 story when decision came down","No","4C",0,0
"477/0527","106/2661","091/0434",1985,"burger","criminal procedure","OCON",.776,6.1547,28,1986,-.533749,1.198,0,5.529688,0,4,0,3,"not nyt p1 story when decision came down","No","4C",0,0
"477/0556","106/2683","091/0459",1985,"burger","judicial power","BURG",.776,.2093,3,1986,-.533749,1.951,0,5.529688,0,0,0,3,"not nyt p1 story when decision came down","No","DNJ",1,0
"477/0561","106/2686","091/0466",1985,"burger","attorneys","BRN",.776,1.2979,10,1986,-.152566,-3.099,1,5.529688,1,4,1,8,"not nyt p1 story when decision came down","No","9C",0,0
"477/0597","106/2705","091/0494",1985,"burger","civil rights","POW",.776,.152,6,1986,-.152566,.776,0,5.529688,0,3,1,4,"not nyt p1 story when decision came down","No","DCC",0,0
"477/0619","106/2718","091/0512",1985,"burger","judicial power","REHN",.776,4.4031,17,1986,.228617,3.376,4,5.529688,1,0,1,14,"not nyt p1 story when decision came down","No","6C",1,0
"477/0635","106/2727","091/0527",1985,"burger","civil rights","STEV",.776,7.4064,14,1986,.228617,-.469,0,5.529688,0,3,0,1,"not nyt p1 story when decision came down","No","SDTX",0,0
"478/0030","106/2752","092/0025",1985,"burger","civil rights","BRN",.776,1.4201,17,1986,-.152566,-3.099,8,5.529688,1,0,1,9,"not nyt p1 story when decision came down","No","EDNC",1,0
"478/0109","106/2797","092/0085",1985,"burger","civil rights","BW",.776,6.6403,25,1986,.7108645,1.146,2,5.529688,1,3,0,7,"p1 nyt story when case decided","No","SDIN",0,0
"478/0186","106/2841","092/0140",1985,"burger","civil rights","BW",.776,35.2653,44,1986,-.152566,1.146,2,5.529688,1,4,0,11,"p1 nyt story when case decided","No","11C",0,0
"478/0221","106/2860","092/0166",1985,"burger","economic activity","BW",.776,2.4594,12,1986,1.092047,1.146,0,5.529688,0,4,1,1,"not nyt p1 story when decision came down","No","DCC",0,0
"478/0265","106/2932","092/0209",1985,"burger","civil rights","BW",.776,3.3049,32,1986,.228617,1.146,3,5.529688,1,4,0,0,"not nyt p1 story when decision came down","No","5C",0,0
"478/0310","106/2957","092/0250",1985,"burger","attorneys","BLKM",.776,.2128,25,1986,-.152566,-.764,0,5.529688,0,3,1,0,"not nyt p1 story when decision came down","No","DCC",0,0
"478/0328","106/2968","092/0266",1985,"burger","first amendment","REHN",.776,11.0411,26,1986,1.854414,3.376,0,5.529688,0,4,0,8,"p1 nyt story when case decided","No","PR",0,0
"478/0364","106/2988","092/0296",1985,"burger","criminal procedure","REHN",.776,4.5216,17,1986,.228617,3.376,0,5.529688,0,4,0,3,"not nyt p1 story when decision came down","No","IL",0,0
"478/0421","106/3019","092/0344",1985,"burger","civil rights","BRN",.776,4.3809,42,1986,.228617,-3.099,1,5.529688,1,4,1,12,"p1 nyt story when case decided","No","2C",0,0
"478/0501","106/3063","092/0405",1985,"burger","civil rights","BRN",.776,1.3096,26,1986,-.152566,-3.099,1,5.529688,1,3,1,19,"p1 nyt story when case decided","No","6C",0,0
"478/0546","106/3088","092/0439",1985,"burger","attorneys","BW",.776,.1125,6,1986,-.152566,1.146,0,5.529688,0,3,1,1,"not nyt p1 story when decision came down","No","3C",0,0
"478/0570","106/3101","092/0460",1985,"burger","criminal procedure","POW",.776,8.9411,39,1986,-.152566,.776,2,5.529688,1,3,0,4,"not nyt p1 story when decision came down","Yes","6C",0,0
"478/0597","106/3116","092/0483",1985,"burger","economic activity","POW",.776,.713,12,1986,-.152566,.776,0,5.529688,0,3,1,0,"not nyt p1 story when decision came down","No","5C",0,0
"478/0621","106/3129","092/0504",1985,"burger","federalism","STEV",.776,.5811,6,1986,-.152566,-.469,0,5.529688,0,3,1,1,"not nyt p1 story when decision came down","No","MI",0,0
"478/0647","106/3143","092/0525",1985,"burger","economic activity","OCON",.776,.7492,18,1986,-.152566,1.198,1,5.529688,1,1,1,3,"not nyt p1 story when decision came down","No","8C",0,0
"478/0675","106/3159","092/0549",1985,"burger","first amendment","BURG",.776,11.9582,15,1986,.228617,1.951,2,5.529688,1,2,0,8,"not nyt p1 story when decision came down","No","9C",0,0
"478/0697","106/3172","092/0568",1985,"burger","first amendment","BURG",.776,37.4452,35,1986,-.152566,1.951,2,5.529688,1,3,0,3,"not nyt p1 story when decision came down","No","NY",0,0
"478/0788","106/3220","092/0635",1985,"burger","civil rights","BW",.961,2.5194,18,1986,-.152566,1.146,0,3.835041,0,3,0,3,"not nyt p1 story when decision came down","No","6C",0,0
"478/0804","106/3229","092/0650",1985,"burger","judicial power","STEV",.776,7.1525,43,1986,-.152566,-.469,0,5.529688,0,4,1,0,"not nyt p1 story when decision came down","No","6C",0,0
"478/0833","106/3245","092/0675",1985,"burger","judicial power","OCON",.776,9.115999,35,1986,1.092047,1.198,0,5.529688,0,2,1,0,"not nyt p1 story when decision came down","No","DCC",0,0
"479/0027","107/0347","093/0206",1986,"rehnquist","federal taxation","SCAL",.743,.1256,6,1986,-.152566,1.382,0,5.550873,0,0,1,0,"not nyt p1 story when decision came down","No","FEDC",1,0
"479/0036","107/0353","093/0216",1986,"rehnquist","economic activity","POW",.743,2.1041,11,1986,-.152566,.743,0,5.550873,0,2,1,2,"not nyt p1 story when decision came down","No","2C",0,0
"479/0060","107/0367","093/0305",1986,"rehnquist","civil rights","REHN",.743,.3983,10,1986,-.152566,3.137,1,5.550873,1,1,1,10,"not nyt p1 story when decision came down","No","2C",0,0
"479/0104","107/0484","093/0427",1986,"rehnquist","economic activity","BRN",.957,.3484,12,1986,-.152566,-3.358,0,6.243606,0,2,1,3,"not nyt p1 story when decision came down","No","10C",0,0
"479/0130","107/0499","093/0449",1986,"rehnquist","economic activity","BLKM",.743,2.1572,26,1986,.990983,-.926,0,5.550873,0,0,1,1,"not nyt p1 story when decision came down","No","NC",1,0
"479/0157","107/0515","093/0473",1986,"rehnquist","criminal procedure","REHN",.743,18.7743,52,1986,.228617,3.137,2,5.550873,1,2,0,5,"not nyt p1 story when decision came down","No","CO",0,0
"479/0189","107/0533","093/0499",1986,"rehnquist","civil rights","BW",.743,2.5988,8,1986,-.152566,1.171,0,5.550873,0,2,0,2,"not nyt p1 story when decision came down","No","9C",0,0
"479/0208","107/0544","093/0514",1986,"rehnquist","civil rights","MAR",.743,21.321,20,1986,.6098,-4.093,0,5.550873,0,4,0,4,"p1 nyt story when case decided","No","2C",0,0
"479/0238","107/0616","093/0539",1986,"rehnquist","first amendment","BRN",.743,20.2585,18,1986,.228617,-3.358,1,5.550873,1,4,0,8,"not nyt p1 story when decision came down","Yes","1C",0,0
"479/0272","107/0683","093/0613",1986,"rehnquist","civil rights","MAR",.743,4.1354,36,1987,1.574295,-4.093,2,5.550873,1,3,1,13,"p1 nyt story when case decided","No","9C",0,0
"479/0305","107/0702","093/0639",1986,"rehnquist","federalism","MAR",.743,.3383,9,1987,-.533749,-4.093,0,5.550873,0,0,0,0,"not nyt p1 story when decision came down","No","4C",1,0
"479/0314","107/0708","093/0649",1986,"rehnquist","criminal procedure","BLKM",.743,6.7567,23,1987,-.152566,-.926,1,5.550873,1,3,0,5,"not nyt p1 story when decision came down","Yes","10C",0,0
